排名,排名变化,姓名_中文,姓名_英文,年龄,性别,出生地_中文,出生地_英文,常住地_中文,教育程度,毕业院校,公司名称_中文,公司名称_英文,公司总部_中文,公司总部_英文,所在行业_中文,所在行业_英文,财富值_人民币_亿,财富值_美元_万,财富变化,财富来源,关系,年份
247,130,王伟修,Wang Weixiu,74,先生,中国-山东,China-Shandong,中国-山东-烟台,,,中际旭创,Zhongji Innolight,山东烟台,Shandong,通信设备,Telecommunications,195.0,2750.0,30%,,父子,2024
247,-10,薛华,Xue Hua,54,先生,,,中国-广东-广州,本科,华中农业,海大,Haid,广东广州,Guangdong,饲料,Agricultural Products,195.0,2750.0,-11%,,未知,2024
247,-117,阮洪良,Ruan Hongliang,63,先生,中国-浙江,China-Zhejiang,中国-浙江-嘉兴,,,福莱特,Flat Glass,浙江嘉兴,Zhejiang,光伏材料,Photovoltaic,195.0,2750.0,-45%,,家族,2024
247,43,张剑,Zhang Jian,55,先生,中国-河南-商丘,China-Henan-Shangqiu,中国-天津,,,爱玛,Aima,天津,Tianjin,电动自行车,E-bicycle,195.0,2750.0,5%,,父女,2024
247,14,周超男,Zhou Chaonan,64,先生,中国-湖南-衡阳,,中国-河北-廊坊,,,润泽科技,Range Technology,河北廊坊,Hebei,软件与信息技术服务,Software and Information Services,195.0,2750.0,-5%,,家族,2024
247,21,黄光苗,Huang Guangmiao,55,先生,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-深圳,,,中洲,Zhongzhou,广东深圳,Guangdong,房地产,Real Estate,195.0,2750.0,-3%,,未知,2024
247,95,胡柏藩,Hu Bofan,62,先生,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-绍兴,硕士,浙大,新和成,NHU,浙江绍兴,Zhejiang,医药,Pharmaceuticals,195.0,2750.0,18%,,未知,2024
247,33,林敏雄,Lin Ming-Hsiung,74,女士,,,中国-台湾-台北,,,元利,Yuan Lih,台湾台北,Taiwan,房地产,Real Estate,195.0,2750.0,3%,,未知,2024
255,-32,周晓萍,Zhou Xiaoping,63,女士,中国-江苏-常州,China-Jiangsu-Changzhou,中国-江苏-常州,,,星宇股份,Shinye,江苏常州,Jiangsu,汽车灯具,Automotive lighting ,190.0,2680.0,-19%,,家族,2024
255,25,李赶坡,Li Ganpo,75,先生,中国-河北,China-Hebei,中国-河北-石家庄,,,敬业,Jingye,河北石家庄,Hebei,钢铁,Steel,190.0,2680.0,0%,,未知,2024
255,-12,范现国,Fan Xianguo,64,先生,中国-河北-邢台,China-Hebei-Yuantai,中国-河北-邢台,,,今麦郎,JML,河北邢台,Heibei,食品与饮料,Food & Beverage,190.0,2680.0,-12%,,父子,2024
255,47,陈泰铭,Pierre Chen Tai-Ming,68,先生,中国-台湾-台南,China-Taiwan-Tainan,中国-台湾-台北,,,国巨,Yageo,台湾台北,Taiwan,电子制造、收藏,Manufacturing,190.0,2680.0,6%,,家族,2024
255,47,廖汤慧霭,Rita Tong Liu,76,女士,中国-香港,China-Hong Kong,中国-香港,,,纪惠,Gale Well Group,香港,Hong Kong,房地产,Estate Holding,190.0,2680.0,6%,,未知,2024
255,-12,王正华,Wang Zhenghua,80,先生,中国-上海,China-Shanghai,中国-上海,硕士,王煜（美国南伊利诺伊大学）,春秋航空,Spring Airlines,上海长宁,Shanghai,航空,Airlines,190.0,2680.0,-12%,,家族,2024
255,-53,吴以岭,Wu Yiling,75,先生,中国-河北-衡水,China-Hebei-Hengshui,中国-河北-石家庄,硕士,南京中医,以岭,Yiling Pharmaceutical,河北石家庄,Hebei,医药,Pharmaceuticals,190.0,2680.0,-25%,,家族,2024
255,58,曹龙祥,Cao Longxiang,67,先生,,,中国-江苏-泰兴,,,济川控股,Jumpcan,江苏泰州,Jiangsu,医药,Pharmaceuticals,190.0,2680.0,9%,,父子,2024
255,330,项光通,Xiang Guangtong,未知,先生,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-浙江-温州,,,青山控股,Tsingshan,浙江温州,Zhejiang,钢铁,Steel,190.0,2680.0,90%,,未知,2024
255,-109,李义海,Li Yihai,61,先生,中国-江西-南昌,China-Jiangxi-Nanchang,中国-江西-南昌,本科,江西师范,济民可信,Jemincare,江西南昌,Jiangxi,医药,Pharmaceuticals,190.0,2680.0,-43%,,父子,2024
265,-4,张文中,Zhang Wenzhong,62,先生,中国-山东,China-Shandong,中国-北京,博士,南开、南开、斯坦福,物美,WuMart,北京,Beijing,零售,Retail,185.0,2610.0,-10%,,未知,2024
265,New,许邦福,Hsu Bang-Fu,未知,未知,中国-浙江-宁波,Taiwan,台湾桃园,硕士,日本京都大学,华城电机,Fortune Electric,台湾桃园,Taiwan,电子元件,Electronic Components,185.0,2610.0,NEW,,家族,2024
265,162,梁光伟,Liang Guangwei,61,先生,中国-浙江-台州,China-Zhejiang-Taizhou,中国-广东-深圳,硕士,深圳,华强,Huaqiang,广东深圳,Guangdong,投资,Investments,185.0,2610.0,37%,,未知,2024
265,-28,黄文仔,Huang Wenzai,71,先生,中国-广东-广州,China-Guangdong-Guangzhou,中国-广东-广州,硕士,,星河湾,Star River,广东广州,Guangdong,房地产、投资,"Real Estate, Investments",185.0,2610.0,-16%,,未知,2024
265,25,谢伟通,Xie Weitong,67,先生,中国-台湾,China-Taiwan,中国-浙江-嘉兴,,,华友钴业,Huayou Cobalt,浙江嘉兴,Zhejiang,有色金属,Non-ferrous metals,185.0,2610.0,0%,,未知,2024
265,-4,黄敏利,Huang Minli,59,先生,中国-福建-泉州,China-Fujian-Quanzhou,中国-香港,本科,,敏华,Manwah,香港,Hong Kong,休闲沙发,Recreational Sofa,185.0,2610.0,-10%,,夫妇,2024
265,-142,简军,Jian Jun,61,女士,中国-北京,China -Beijing,中国-北京,,,爱美客,Imeik,北京,Beijing,生物制药,Biotechnology,185.0,2610.0,-51%,,未知,2024
265,25,曾小山,Zeng Xiaoshan,79,先生,中国-湖南-邵东,China -Hunan-Dongdong,中国-湖南-长沙,,,曾氏企业,Zengshi,湖南长沙,Hunan,铝业,Aluminum,185.0,2610.0,0%,,家族,2024
265,-91,傅利泉,Fu Liquan,57,先生,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-浙江-杭州,,,大华技术,Dahua Technology,浙江杭州,Zhejiang,软件、电子通讯产品,"Software, Electronic and communication products",185.0,2610.0,-35%,,夫妇,2024
265,77,陈志平,Chen Zhiping,48,先生,,,中国-广东-深圳,,,思摩尔,Smoore,广东深圳,Guangdong,电子烟,Consumer Electronics,185.0,2610.0,12%,,未知,2024
265,60,张双旺,Zhang Shuangwang,81,先生,中国-内蒙古-鄂尔多斯,China-Inner Mongolia-Ordos,中国-内蒙古-鄂尔多斯,本科,内蒙古轻工,伊泰,Yitai,内蒙古鄂尔多斯,Inner Mongolia,煤炭,Coal,185.0,2610.0,9%,,父子,2024
276,-49,季琦,Ji Qi,58,先生,中国-江苏-南通,China-Jiangsu-Nantong,中国-上海,,,华住,Home Inn,上海闵行,Shanghai,连锁酒店,Hotel chain ,180.0,2540.0,-22%,,未知,2024
276,New,毛文超,Mao Wenchao,未知,未知,中国-四川-绵阳,Hubei,上海,本科,上海交通大学,小红书,Xiaohongshu,上海,Shanghai,生活服务平台、电商,E-Commerce,180.0,2540.0,NEW,,未知,2024
276,49,李洪信,Li Hongxin,71,先生,中国-福建,China-Fujian,中国-山东-济宁,本科,,太阳纸业,Sunpaper,山东济宁,Shandong,造纸,Papermaking ,180.0,2540.0,6%,,家族,2024
276,-179,靳保芳,Jin Baofang,72,先生,中国-河北-邢台,China-Hebei-Yantai,中国-河北-邢台,,,晶澳科技,JA Solar,河北邢台,Hebei,光伏,Solar Energy,180.0,2540.0,-60%,,家族,2024
276,-39,周泽荣,Zhou Zerong,70,先生,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-深圳,,,侨鑫,Kingold,广东广州,Guangdong,房地产、投资,"Real Estate, Investments",180.0,2540.0,-18%,,未知,2024
276,-15,张松桥,Zhang Songqiao,60,先生,中国-重庆,China-Chongqing,中国-香港,硕士,党校,中渝,Zhongyu,香港,Hong Kong,投资、房地产,"Investments, Real Estate",180.0,2540.0,-12%,,未知,2024
276,151,张力,Zhang Li,71,先生,中国-广东-广州,China-Guangdong-Guangzhou,中国-广东-广州,博士,美国波士顿,富力地产,R & F,广东广州,Guangdong,投资、房地产,"Investments, Real Estate",180.0,2540.0,33%,,父子,2024
276,49,杨卫东,Yang Weidong,56,先生,中国-浙江,China-Zhejiang,中国-浙江-嘉兴,,,卫星石化,Zhejiang Satellite Petro Chemical,浙江嘉兴,Zhejiang,化工,Chemicals,180.0,2540.0,6%,,夫妇,2024
276,66,翁先定,Weng Xianding,63,先生,,,中国-广东-深圳,,,新产业,New Industries,广东深圳,Guangdong,医疗器械,Health Tech,180.0,2540.0,9%,,未知,2024
276,4,阎志,Yan Zhi,52,先生,中国-湖北-黄冈,China -Hubei - Huanggang,中国-湖北-武汉,硕士,武大,卓尔,Zhuoer,湖北武汉,Hubei,房地产、投资,"Real estate, Investments",180.0,2540.0,-5%,,未知,2024
276,-8,王树华,Wang Shuhua,未知,先生,,,中国-河北-邯郸,,,冀南钢铁,Yuhua Steel,河北邯郸,Hebei,钢铁,Steel,180.0,2540.0,-10%,,家族,2024
276,151,王俊民,Wang Junmin,56,先生,中国-辽宁,China-Liaoning,新加坡,硕士,沈阳医科、长江商学院,海思科,Haisco Pharmaceutical,西藏山南,Tibet,医药,Pharmaceuticals,180.0,2540.0,33%,,夫妇,2024
288,2,潘石屹,Pan Shiyi,61,先生,中国-甘肃-天水,China -Gansu - Tianshui,中国-北京,,,SOHO中国,SOHO China,北京,Beijing,投资、房地产,"Investments, Real Estate",175.0,2460.0,-5%,,夫妇,2024
288,-83,唐彬森,Tang Binsen,42,先生,中国-安徽-合肥,China-Anhui,中国-北京,,,元气森林,Genki Forest,北京,Beijing,饮料,Food & Beverage,175.0,2460.0,-30%,,未知,2024
288,37,阳萌,Yang Meng,42,先生,,,中国-湖南-长沙,,,安克,Anker,湖南长沙,Hunan,电子商务,E-Commerce,175.0,2460.0,3%,,夫妇,2024
288,14,张静章,Zhang Jingzhang,87,先生,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,,,海天国际,Haitian,浙江宁波,Zhejiang,注塑机,Injection molding machine,175.0,2460.0,-3%,,家族,2024
288,-138,蒋卫平,Jiang Weiping,69,先生,中国-四川-成都,China - Sichuan-Chengdu,中国-四川-遂宁,本科,,天齐锂业,Tianqi,四川遂宁,Sichuan,锂矿,Mining,175.0,2460.0,-46%,,家族,2024
293,162,邹支农,Zou Zhinong,56,先生,,,中国-江苏-苏州,,,天孚通信,Tfc Optical,江苏苏州,Jiangsu,通信设备,Manufacturing,170.0,2390.0,31%,,家族,2024
293,65,张帆,Zhang Fan,59,先生,中国-四川-成都,China - Sichuan-Chengdu,中国-广东-深圳,本科,电子科技,汇顶科技,Goodix,广东深圳,Guangdong,半导体芯片,Electronic Components,170.0,2390.0,6%,,未知,2024
293,-153,张宏伟,Zhang Hongwei,70,先生,中国-黑龙江-哈尔滨,China - Heilongjiang - Harbin,中国-北京,硕士,哈工大,东方,Orient,北京,Beijing,能源、零售,"Energy, Retail",170.0,2390.0,-51%,,未知,2024
293,New,周胜馥,Chow Shing Yuk,47,先生,,,中国-香港,,,拉拉科技,Lalatech,广东深圳,Guangdong,货运物流,Transportation & Logistics,170.0,2390.0,NEW,,未知,2024
293,32,戚振波,Qi Zhenbo,未知,先生,,,中国-上海,,,美腕,Meione,上海,Shanghai,新零售,New Retail,170.0,2390.0,0%,,未知,2024
293,-50,钱东奇,Qian Dongqi,66,先生,中国-江苏-南京,China-Jiangsu-Nanjing,中国-江苏-苏州,硕士,南大、南大,科沃斯,Ecovacs,江苏苏州,Jiangsu,机器人,Robot,170.0,2390.0,-21%,,父子,2024
293,32,邢李㷧,Michael Ying Lee-yuen,75,先生,中国-香港,China-Hong Kong,中国-香港,,,思捷环球,Esprit,香港,Hong Kong,投资,Investments,170.0,2390.0,0%,,未知,2024
293,-61,安康,An Kang,75,先生,中国-河南-新乡,China - Henan - Xinxiang,中国-河南-新乡,本科,河南师范,华兰生物,Hualan Biological Engineering,河南新乡,Henan,生物制药,Biopharmaceuticals,170.0,2390.0,-24%,,家族,2024
293,-50,黄立,Huang Li,61,先生,中国-陕西-西安,China-Shanxi-Xi’an,中国-湖北-武汉,硕士,华中科技,高德电气,Guide Electrics,湖北武汉,Hubei,电子制造,Electronics,170.0,2390.0,-21%,,父子,2024
293,32,黄茂如,Huang Maoru,59,先生,中国-广东-潮州,China-Guangdong-Chaozhou,中国-广东-深圳,硕士,,茂业,Maoye,广东深圳,Guangdong,投资、房地产,"Investments, Real Estate",170.0,2390.0,0%,,夫妇,2024
293,113,肖永明,Xiao Yongming,60,先生,中国-四川-资阳,China -Sichuan-Ziyang,中国-北京,,,藏格矿业,Zangge Mining,青海格尔木,Qinghai,矿产,Mining,170.0,2390.0,21%,,家族,2024
293,178,林耀英,Scott Lin Yao-Ying,91,先生,,,中国-台湾-台中,,,大立光,Largan,台湾台北,Taiwan,电子元件,Electronic Components,170.0,2390.0,36%,,家族,2024
293,20,蒋业华,Jiang Yehua,61,先生,中国-重庆,China-Chongqing,中国-重庆,,,华宇,Huayu,重庆,Chongqing,房地产,Real estate,170.0,2390.0,-3%,,未知,2024
306,36,徐乘,Xu Cheng,72,先生,中国-台湾-台北,China-Taiwan-Taipei,中国-广东-东莞,,,徐福记,Hsu Fu Chi,广东东莞,Guangdong,食品,Food & Beverages,165.0,2320.0,0%,,家族,2024
306,36,张万镇,Zhang Wanzhen,75,先生,中国-广东-潮州,China-Guangdong-Chaozhou,中国-广东-潮州,,,三环,Three-Circle,广东潮州,Guangdong,通信部件、电子元器件,Electronic Components,165.0,2320.0,0%,,未知,2024
306,-16,蔡东晨,Cai Dongchen,71,先生,中国-河北-石家庄,China-Hebei-Shijiazhuang,中国-河北-石家庄,硕士,南开,石药,CSPC Pharmaceutical,河北石家庄,Hebei,医药,Pharmaceuticals,165.0,2320.0,-11%,,未知,2024
306,-63,邓伟明,Deng Weiming,56,先生,中国-湖南-长沙,China -Hunan-Changsha,中国-湖南-长沙,,,中伟股份,Cngr,湖南长沙,Hunan,工业产品,Industrial Products,165.0,2320.0,-23%,,夫妇,2024
306,-4,陈凯臣,Chen Kaichen,未知,先生,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-广州,,,立白,Liby,广东广州,Guangdong,日化用品,Personal Care,165.0,2320.0,-8%,,家族,2024
306,36,王华君,Wang Junhua,54,先生,中国-江西-九江,China - Jiangxi - Jiujiang,中国-广东-深圳,硕士,,裕同包装,Yuto Packaging,广东深圳,Guangdong,包装,Packaging,165.0,2320.0,0%,,夫妇,2024
306,-38,王希成,Wang Xicheng,76,先生,中国-山东,China-Shandong,中国-山东-烟台,,,玲珑轮胎,Linglong ,山东烟台,Shandong,轮胎,Tires ,165.0,2320.0,-18%,,家族,2024
306,36,邵钦祥,Shao Qinxiang,70,先生,中国-浙江-金华,China-Zhejiang-Jinhua,中国-浙江-金华,,,花园,Garden,浙江金华,Zhejiang,工业制造、房地产,"Industrial manufacturing, real estate",165.0,2320.0,0%,,家族,2024
306,-135,王文京,Wang Wenjing,60,先生,中国-江西-上饶,China-Jiangxi-Shangrao,中国-北京,本科,江西财经,用友,Yonyou,北京,Beijing,软件与信息服务,Software and Information Services,165.0,2320.0,-43%,,未知,2024
306,-38,吴少勋,Wu Shaoxun,68,先生,中国-湖北-黄石,China -Hubei - Yellowstone,中国-湖北-黄石,本科,黄石市党校,劲牌,Jingjiu,湖北黄石,Hubei,保健酒,Food & Beverages,165.0,2320.0,-18%,,未知,2024
306,100,利约翰,John Leigh,70,先生,,,中国-香港,,,中电,CLP,香港,Hong Kong,能源,Energy,165.0,2320.0,18%,,未知,2024
306,19,虞锋,Yu Feng,61,先生,中国-上海,China-Shanghai,中国-上海,本科,复旦,云锋基金,YF Capital,上海徐汇,Shanghai,投资,Investments,165.0,2320.0,-3%,,家族,2024
318,40,伍步高,Michael Wu Po-kong,80,先生,中国-香港,China-Hong Kong,中国-香港,,,永隆,Wing Lung Bank,香港,Hong Kong,银行业,Banking,160.0,2250.0,0%,,家族,2024
318,70,陈明永,Chen Mingyong,55,先生,中国-四川-达州,China - Sichuan - Dazhou,中国-广东-东莞,本科,浙大,OPPO,OPPO,广东东莞,Guangdong,消费电子产品,Consumer Electronics,160.0,2250.0,10%,,未知,2024
318,7,穆荣均,Mu Rongjun,44,先生,,,中国-北京,硕士,清华、清华,美团,Meituan,北京,Beijing,生活服务,Life Service,160.0,2250.0,-6%,,未知,2024
318,40,梁绍鸿,Edwin Leong,72,先生,中国-香港,China-Hong Kong,中国-香港,,,大鸿辉,Tai Hung Fai,香港,Hong Kong,房地产,Estate Holding,160.0,2250.0,0%,,未知,2024
318,24,葛卫东,Ge Weidong,55,先生,,,中国-上海,本科,川大,混沌投资,Hundun,上海浦东,Shanghai,投资,Investments,160.0,2250.0,-3%,,未知,2024
318,-38,冯海良,Feng Hailiang,64,先生,中国-浙江,China-Zhejiang,中国-浙江-绍兴,,,海亮,Hailiang,浙江绍兴,Zhejiang,铜加工、投资,"Copper, Investments",160.0,2250.0,-16%,,未知,2024
318,153,陈爱莲,Chen Ailian,66,先生,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-绍兴,,,万丰,Wanfeng Auto,浙江绍兴,Zhejiang,智能制造、投资,Automobile parts,160.0,2250.0,28%,,夫妇,2024
318,40,陈谭庆芬,Chan Tan Ching Fen,未知,先生,,,中国-香港,,,恒隆,Hang Lung,香港,Hong Kong,房地产,Estate Holding,160.0,2250.0,0%,,家族,2024
318,24,彭蕾,Peng Lei,53,先生,,,新加坡,,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",160.0,2250.0,-3%,,未知,2024
327,43,罗家宝,Law Kar Po,75,先生,,,中国-香港,,,百乐,Lobo Investment,香港,Hong Kong,房地产,Estate Holding,155.0,2180.0,0%,,未知,2024
327,-153,李丐腾,Li Gaiteng,52,先生,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-上海,硕士,,飞科电器,Flyco,上海松江,Shanghai,小家电,Small home appliances,155.0,2180.0,-46%,,家族,2024
327,-74,程一笑,Cheng Yixiao,39,先生,,,中国-北京,,,快手科技,Kuaishou,北京,Beijing,传媒娱乐,Media & Entertainment,155.0,2180.0,-26%,,未知,2024
327,-113,谢良志,Xie Liangzhi,58,先生,,,中国-北京,,,神州,Sinocelltech,北京,Beijing,生物制药,Biotech,155.0,2180.0,-35%,,夫妇,2024
327,-25,吴冠江,Wu Guanjiang,56,先生,中国-四川-乐山,China - Sichuan - Leshan,中国-重庆,,,智飞生物,Zhifei,重庆,Chongqing,疫苗,Medicine ,155.0,2180.0,-14%,,夫妇,2024
327,-84,周鸿祎,Zhou Hongyi,54,先生,中国-湖北-黄冈,China -Hubei - Huanggang,中国-北京,硕士,西交大、西交大,三六零安全科技,360 Security Technology,北京,Beijing,网络信息服务,Cyber Security,155.0,2180.0,-28%,,未知,2024
327,61,张荣华,Zhang Ronghua,55,女士,中国-天津,China-Tianjin,中国-天津,硕士,,荣程,Rockcheck,天津,Tianjin,钢铁,Steel,155.0,2180.0,7%,,家族,2024
327,50,林明成,Lin Ming-Cheng,81,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,华南金控,Hua Nan,台湾台北,Taiwan,金融服务,Financial Services,155.0,2180.0,3%,,家族,2024
335,23,张雷,Zhang Lei,48,先生,中国-江苏-无锡,China-Jiangsu,中国-江苏-无锡,,,远景能源,Envision,江苏无锡,Jiangsu,风电,Wind Power,150.0,2110.0,-6%,,未知,2024
335,250,任元林,Ren Yuanlin,71,先生,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,,,扬子江船业,Yangzijiang Shipbuilding,江苏无锡,Jiangsu,造船,Shipbuilding ,150.0,2110.0,50%,,父子,2024
335,23,王水福,Wang Shuifu,69,先生,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-浙江-杭州,,,西子联合控股,Xizi,浙江杭州,Zhejiang,电梯、锅炉、房地产,"Elevators, boilers, real estate",150.0,2110.0,-6%,,夫妇,2024
335,42,魏应州,Wei Ing-Chou,70,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages,150.0,2110.0,0%,,未知,2024
335,186,许昆泰,Hsu Kun-Tai,68,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,蓝天,Clevo,台湾台北,Taiwan,消费电子产品,Consumer and Industry Electronics,150.0,2110.0,30%,,家族,2024
335,7,蔡东青,Cai Dongqing,55,先生,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-汕头,硕士,,奥飞娱乐,Alpha Animation,广东汕头,Guangdong,动漫,Media & Entertainment,150.0,2110.0,-9%,,家族,2024
335,92,黄绍武,Huang Shaowu,54,先生,中国-江西-九江,China - Jiangxi - Jiujiang,中国-广东-深圳,,,神州通,SinoPostgraduate,广东深圳,Guangdong,投资,Investments,150.0,2110.0,11%,,未知,2024
335,-98,倪永培,Ni Yongpei,72,先生,中国-安徽-六安,China-Anhui-Six-An,中国-安徽-六安,,,迎驾,Yingjia,安徽六安,Anhui,白酒,Spirit,150.0,2110.0,-32%,,未知,2024
335,-55,赵丰刚,Zhao Fenggang,58,先生,,,中国-福建-宁德,硕士,中国科技大学,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology,150.0,2110.0,-21%,,未知,2024
335,-147,李留法,Li Liufa,65,先生,中国-河南-平顶山,China -Henan - Pingding Mountain,中国-河南-平顶山,,,天瑞,Tianrui,河南平顶山,Henan,水泥、铝业,"Cement, Aluminum",150.0,2110.0,-44%,,夫妇,2024
345,-55,林刚,Lin Gang,60,先生,中国-广东,China-Guangdong,中国-广东-深圳,硕士,广东医学院,康哲药业,CMS,广东深圳,Guangdong,医药,Pharmaceuticals,145.0,2040.0,-22%,,未知,2024
345,-32,戚金兴,Qi Jinxing,62,先生,中国-浙江,China-Zhejiang,中国-浙江-杭州,硕士,,滨江,Binjiang,浙江杭州,Zhejiang,房地产,Real estate,145.0,2040.0,-17%,,父子,2024
345,-71,聂腾云,Nie Tengyun,48,先生,,,中国-上海,,,韵达,Yunda,上海青浦,Shanghai,物流,Logistics,145.0,2040.0,-26%,,夫妇,2024
345,-32,池宇峰,Chi Yufeng,53,先生,中国-湖北,China - Hubei,中国-北京,硕士,清华,完美世界,Perfect World,北京,Beijing,网游、影视娱乐,"Online Games, Entertainment",145.0,2040.0,-17%,,未知,2024
345,-148,高纪凡,Gao Jifan,59,先生,,,中国-江苏-常州,,,天合光能,Trinasolar,江苏常州,Jiangsu,光伏产品,Photovoltaic Products,145.0,2040.0,-45%,,家族,2024
345,13,李锂,Li Li,60,先生,中国-四川-眉山,China - Sichuan - Meishan,中国-广东-深圳,本科,川大,海普瑞,Hepalink,广东深圳,Guangdong,医药,Pharmaceuticals,145.0,2040.0,-9%,,夫妇,2024
345,43,沈炜,Shen Wei,未知,先生,,,中国-广东-东莞,,,VIVO,VIVO,广东东莞,Guangdong,消费电子产品,Consumer Electronics,145.0,2040.0,0%,,未知,2024
345,82,李如成,Li Rucheng,73,先生,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-宁波,,,雅戈尔,Youngor,浙江宁波,Zhejiang,服装、房地产、投资,"Apparel, Real Estate, Investments ",145.0,2040.0,7%,,父女,2024
353,-63,王长田,Wang Changtian,59,先生,中国-辽宁-大连,China-Liaoning-Dalian,中国-北京,本科,复旦,光线传媒,Enlight Media,北京,Beijing,影视娱乐,Entertainment,140.0,1970.0,-24%,,夫妇,2024
353,-11,王一鸣,Wang Yiming,43,先生,,,中国-浙江-宁波,,,锦浪科技,Ginlong Technologies,浙江宁波,Zhejiang,光伏逆变器,Inverter,140.0,1970.0,-15%,,家族,2024
353,53,魏应充,Wei Yin-Chun,67,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages,140.0,1970.0,0%,,未知,2024
353,53,魏应交,Wei Ying-Chiao,69,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages,140.0,1970.0,0%,,未知,2024
353,53,魏应行,Wei Yin-Heng,65,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages,140.0,1970.0,0%,,未知,2024
353,-40,吴凯,Wu Kai,56,先生,,,中国-福建-宁德,博士,上海交大,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology,140.0,1970.0,-20%,,未知,2024
353,-169,王燕清,Wang Yanqing,58,先生,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,,,先导智能,Lead,江苏无锡,Jiangsu,自动化设备,Automation equipment manufacturing,140.0,1970.0,-49%,,家族,2024
353,-130,汪建,Wang Jian,70,先生,中国-湖南,China-Hunan,中国-广东-深圳,,,华大基因、碳云,"Bgi Genomics, iCarbonX",广东深圳,Guangdong,基因检测、医疗大数据,Genetic Testing,140.0,1970.0,-40%,,未知,2024
353,35,潘来灿,Pan Laican,未知,先生,,,中国-广东-佛山,,,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,140.0,1970.0,-3%,,未知,2024
353,-51,南存辉,Nan Cunhui,61,先生,中国-山东-济宁,China-Shandong-Jining,中国-浙江-温州,,,正泰,Chint,浙江温州,Zhejiang,工业电器、投资,"Industrial electronics, Investments",140.0,1970.0,-22%,,未知,2024
353,5,侯军呈,Hou Juncheng,60,先生,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-浙江-杭州,,,珀莱雅,Proya Cosmetics,浙江杭州,Zhejiang,化妆品,Cosmetics,140.0,1970.0,-13%,,未知,2024
353,282,卓志哲,Cho Jyh-jer,未知,先生,中国-台湾-鹿港,China-Taiwan-Deer Port,中国-台湾-新竹,,,联发科技,Media Tek,台湾新竹,Taiwan,半导体,Semiconductors,140.0,1970.0,47%,,未知,2024
353,-11,竺兆江,Zhu Zhaojiang,51,先生,,,中国-广东-深圳,,,传音,Transsion,广东深圳,Guangdong,消费电子产品,Mobile,140.0,1970.0,-15%,,未知,2024
353,74,俞敏洪,Yu Minhong,62,先生,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-北京,本科,北大,新东方,New Oriental,北京,Beijing,教育,Education,140.0,1970.0,4%,,未知,2024
353,316,吴礼淦,Wu Li-gann,83,先生,中国-台湾,China-Taiwan,中国-上海,,,沪电股份,WUS Printed Circuit,上海,Shanghai,印制电路板,Electronic components,140.0,1970.0,56%,,家族,2024
353,17,叶立培,Ye Lipei,80,先生,中国-上海,China-Shanghai,中国-香港,硕士,,仲盛,Super Ocean,上海闵行,Shanghai,投资、房地产,"Investments, Real Estate",140.0,1970.0,-10%,,家族,2024
353,74,易大盛,Yi Dasheng,63,先生,,,中国-湖南-长沙,,,富兴,Fuxing,湖南长沙,Hunan,汽车服务，产业园区,"Car seivices, Real Estate",140.0,1970.0,4%,,未知,2024
353,24,周永利,Zhou Yongli,68,先生,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-绍兴,,,永利,Yongli,浙江绍兴,Zhejiang,轻纺、房地产、投资,"Textiles, real estate, Investments",140.0,1970.0,-7%,,家族,2024
371,100,肖自江,Xiao Zijiang,74,先生,中国-湖南-娄底,,中国-湖南-长沙,,,五江轻化,Wujiang,湖南长沙,Hunan,钛合金、保温容器,Chemicals,135.0,1900.0,8%,,未知,2024
