排名,排名变化,姓名_中文,姓名_英文,年龄,性别,出生地_中文,出生地_英文,常住地_中文,教育程度,毕业院校,公司名称_中文,公司名称_英文,公司总部_中文,公司总部_英文,所在行业_中文,所在行业_英文,财富值_人民币_亿,财富值_美元_万,财富变化,财富来源,关系,年份
371,56,刘卫平,Liu Weiping,45,先生,中国-湖南-平江,China -Hunan-Pingjiang,中国-河南-漯河,,,卫龙,Weilong,河南漯河,Henan,食品,Food,135.0,1900.0,0%,,未知,2024
371,56,方文雄,David Fong Man-hung,未知,先生,中国-广东-东莞,China-Guangdong,中国-香港,,,协成行,Hip Shing Hong,香港,Hong Kong,房地产,Estate Holding,135.0,1900.0,0%,,家族,2024
371,-13,沈锡强,Shen Xichang,76,先生,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,,,雅克科技,Yoke Technology,江苏无锡,Jiangsu,化工新材料,Chemical materials,135.0,1900.0,-16%,,家族,2024
371,100,肖安江,Xiao Anjiang,61,先生,中国-湖南-娄底,,中国-湖南-长沙,,,五江轻化,Wujiang,湖南长沙,Hunan,钛合金、保温容器,Chemicals,135.0,1900.0,8%,,未知,2024
371,-29,汪建国,Wang Jianguo,64,先生,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-南京,,,五星投资,Five Star Appliance,江苏南京,Jiangsu,电子商务、儿童用品连锁,"E-Commerce, Retail",135.0,1900.0,-18%,,父子,2024
371,100,袁志伦,Yuan Zhilun,60,先生,中国-重庆,China-Chongqing,中国-重庆,本科,川大,博赛矿业,Bosai Minerals,重庆,Chongqing,矿业,Mining,135.0,1900.0,8%,,未知,2024
371,121,伍伟国,Michael Wu Wai Kwok,54,先生,中国-香港,China-Hong Kong,中国-香港,,,美心,Maxim's Caterers,香港,Hong Kong,餐饮,Restaurants,135.0,1900.0,13%,,家族,2024
371,17,王世忠,Wang Shih-Chung,未知,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,亚德客,AirTAC,台湾台北,Taiwan,工业机械,Industrial Machinery,135.0,1900.0,-7%,,家族,2024
371,100,焦佑伦,Chiao Yu-Lon,66,先生,,,中国-台北,,,华新丽华,Walsin Lihwa,台湾台北,Taiwan,半导体,Semiconductors,135.0,1900.0,8%,,家族,2024
371,-29,林秀成,Lin Xiucheng,69,先生,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-厦门,,,三安,Sanan,福建厦门,Fujian,LED,LED,135.0,1900.0,-18%,,父子,2024
371,121,董凡,Dong Fan,54,先生,,,中国-广东-珠海,硕士,上财、中山,健帆生物,Jafron Biomedical,广东珠海,Guangdong,生物医疗设备,Health Tech,135.0,1900.0,13%,,未知,2024
371,6,邓鸿,Deng Hong,61,先生,中国-四川,China - Sichuan,中国-四川-成都,本科,北京工业,成都环球世纪,Chengdu International Exhibition & Convention Center,四川成都,Sichuan,投资、房地产,"Investments, Real Estate",135.0,1900.0,-10%,,未知,2024
371,-1,何猷龙,Lawrence Ho Yau Lung,48,先生,中国-香港,China-Hong Kong,中国-香港,,,新濠国际,Melco,香港,Hong Kong,博彩,Gaming,135.0,1900.0,-13%,,家族,2024
371,6,刘志强,Liu Zhiqiang,60,先生,中国-广东,China-Guangdong,中国-广东-深圳,硕士,,香江,Heung Kong,广东深圳,Guangdong,房地产、金融,"Real Estate, Finance",135.0,1900.0,-10%,,夫妇,2024
371,17,许树根,Xu Shugen,59,先生,中国-浙江,China-Zhejiang,中国-浙江-湖州,本科,,鼎力,Zhejiangdingli,浙江湖州,Zhejiang,机械制造,Manufacturing,135.0,1900.0,-7%,,未知,2024
371,150,袁富根,Yuan Fugen,74,先生,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-苏州,,,东山精密,Dongshan Precision Manufacturing,江苏苏州,Jiangsu,精密铸件,Precision castings,135.0,1900.0,17%,,家族,2024
388,0,苏素玉,Su Suyu,76,先生,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-汕头,,,联美,Lianmei,广东汕头,Guangdong,房地产、投资,"Real Estate, Investments",130.0,1830.0,-10%,,家族,2024
388,-46,王均金,Wang Junjin,56,先生,,,中国-上海,硕士,,均瑶,JuneYao,上海徐汇,Shanghai,房地产、航空、零售,"Real estate, airline, retail",130.0,1830.0,-21%,,未知,2024
388,67,王秋雄,Wang Chou-Hsiong ,81,先生,中国-台湾,China-Taiwan,中国-台湾-斗六,,,丰泰,Feng Tay,台湾斗六,Taiwan,服装,Apparel & Accessories,130.0,1830.0,0%,,家族,2024
388,241,兰春,Lan Chun,58,先生,,,中国-北京,,,新英才,New Talent,北京,Beijing,教育、生物医药、房地产、投资,"Education, Biotech, Real Estate, Investments",130.0,1830.0,31%,,夫妇,2024
388,104,李湘平,Li Xiangping,未知,先生,,,中国-山东-菏泽,,,东明石化,Dongming,山东菏泽,Shandong,石油化工,Petrochemical,130.0,1830.0,8%,,未知,2024
388,-127,李良彬,Li Liangbin,57,先生,中国-江西-宜春,China -Jiangxi - Yichun,中国-江西-新余,,,赣锋锂业,Ganfeng Lithium,江西新余,Jiangxi,有色金属冶炼加工,Non-ferrous Metals,130.0,1830.0,-37%,,未知,2024
388,-174,李卫国,Li Weiguo,59,先生,中国-湖南-常德,China-Hunan-Changde,中国-北京,本科,湖南农,东方雨虹,Oriental Yuhong,北京,Beijing,防水材料,Waterproofing Material,130.0,1830.0,-46%,,未知,2024
388,-18,李仙德,Li Xiande,49,先生,,,中国-江西-上饶,,,晶科能源,Jinko Solar,江西上饶,Jiangxi,太阳能,Solar,130.0,1830.0,-16%,,未知,2024
388,39,黄达文,Huang Dawen,64,先生,中国-香港,China-Hong Kong,中国-浙江-宁波,,,合盛,Hoshine Silicon,浙江宁波,Zhejiang,硅材料,Metals & Mining,130.0,1830.0,-4%,,未知,2024
388,-46,崔鹏,Cui Peng,47,先生,,,中国-广东-深圳,,,菲鹏生物,Fapon Biotech,广东深圳,Guangdong,生物科技,Healthcare,130.0,1830.0,-21%,,夫妇,2024
388,-30,崔立新,Cui Lixin,未知,先生,,,中国-山东-滨州,,,创新集团,Innovation Group,山东滨州,Shandong,有色金属,Non-ferrous metals,130.0,1830.0,-19%,,未知,2024
388,316,陈世卿,Tony Chen Shih-Ching,75,先生,中国-台湾-台北,China-Taiwan-Taipei,中国-台湾-台中,,,大立光,Largan,台湾台北,Taiwan,电子元件,Electronic Components,130.0,1830.0,51%,,夫妇,2024
388,83,陈一丹,Chen Yidan,53,先生,中国-广东-深圳,China-Guangdong-Shenzhen,中国-广东-深圳,硕士,深圳、南大,腾讯,Tencent,广东深圳,Guangdong,互联网服务,Internet Services,130.0,1830.0,4%,,未知,2024
388,-98,梁允超,Liang Yunchao,55,先生,中国-湖北-武汉,China -Hubei-Wuhan,中国-广东-珠海,,,汤臣倍健,By-Health,广东珠海,Guangdong,保健品,Healthcare,130.0,1830.0,-30%,,家族,2024
388,133,刘革新,Liu Gexin,73,先生,中国-湖北,China - Hubei,中国-四川-成都,,,科伦药业,Kelun Pharmaceutical,四川成都,Sichuan,制药、医药流通,"Pharmaceuticals, medicine circulation",130.0,1830.0,13%,,未知,2024
388,83,尚吉永,Shang Jiyong,56,先生,中国-山东,China-Shandong,中国-山东-东营,,,万达控股,Wanda,山东东营,Shandong,轮胎、电缆、化工,"Tire, cable, chemical",130.0,1830.0,4%,,未知,2024
388,104,周敬良,Zhou Jingliang,74,先生,中国-海南-海口,China-Hainan-Haikou,中国-广东-深圳,,,景田,Ganten,广东深圳,Guangdong,饮料,Food & Beverages,130.0,1830.0,8%,,未知,2024
388,New,张国炜,K.W. Chang,未知,先生,,,中国-台湾-台北,,,星宇航空,Starlux Airlines,台湾台北,Taiwan,航空,Aerospace & Defence,130.0,1830.0,NEW,,家族,2024
388,18,许冉,Xu Ran,未知,未知,,Henan,河南焦作,硕士,,龙佰,LB,河南焦作,Henan,钛白粉,Titanium Dioxide,130.0,1830.0,-7%,,家族,2024
388,0,谢秉昆,Xie Bingkun,58,先生,,,中国-福建-福州,,,坤彩科技,Kuncai,福建福州,Fujian,珠光材料,Pearlescent material,130.0,1830.0,-10%,,家族,2024
388,39,吴绪顺,Wu Xushun,76,先生,中国-安徽-芜湖,China -Anhui - Wuhu,中国-安徽-芜湖,,,三七互娱,37 Interactive Entertainment,广东广州,Guangdong,网络游戏,Network game,130.0,1830.0,-4%,,家族,2024
388,-114,朱兴明,Zhu Xingming,57,先生,中国-湖南,China-Hunan,中国-广东-深圳,硕士,,汇川技术,Inovance Technology,广东深圳,Guangdong,工业自动化产品,Electronic Equipment,130.0,1830.0,-33%,,父女,2024
410,-4,许景南,Xu Jingnan,69,先生,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-泉州,,,匹克,Peak,福建泉州,Fujian,体育用品,Sportswear,125.0,1760.0,-11%,,家族,2024
410,82,闫希军,Yan Xijun,71,先生,中国-甘肃-庆阳,China -Gansu - Qingyang,中国-天津,博士,南京农业,天士力,Tasly,天津,Tianjin,医药,Pharmaceuticals,125.0,1760.0,4%,,家族,2024
410,-108,唐金奎,Tang Jinkui,69,先生,中国-江苏-苏州,China-Jiangsu-Suzhou,中国-江苏-苏州,,,盛虹,Shenghong,江苏苏州,Jiangsu,印染、化纤、房地产,"Printing and Dyeing, Chemical Fiber, Real Estate",125.0,1760.0,-31%,,夫妇,2024
410,111,任正非,Ren Zhengfei,80,先生,中国-贵州-安顺,China-Guizhou-Anshun,中国-广东-深圳,本科,重庆,华为,Huawei,广东深圳,Guangdong,消费电子、电讯,"Consumer Electronics, Telecommunications",125.0,1760.0,9%,,未知,2024
410,-40,邱光和,Qiu Guanghe,73,先生,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-浙江-温州,,,森马,Semir,浙江温州,Zhejiang,服装,Apparel,125.0,1760.0,-19%,,家族,2024
410,45,吕慧,Lyu Hui,75,先生,,,中国-香港,硕士,,嘉鑫,Pioneer Metals,香港,Hong Kong,钢铁、铁矿石进出口、房地产,"Steel, Mining",125.0,1760.0,-4%,,母女,2024
410,-52,严陈莉莲,Yen Chen Lilian,59,女士,中国-台湾,China-Taiwan,中国-台湾-新北,,,裕隆,Yulon,台湾新北,Taiwan,汽车销售,Automobile Sales,125.0,1760.0,-22%,,家族,2024
410,17,蔡华波,Cai huabo,48,先生,,,中国-广东-深圳,,,江波龙,Longsys,广东深圳,Guangdong,半导体,Semiconductors,125.0,1760.0,-7%,,未知,2024
410,-4,丁雅丽,Ding Yali,未知,先生,中国-福建-泉州,China-Fujian-Quanzhou,中国-福建-厦门,,,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,125.0,1760.0,-11%,,未知,2024
410,17,丁立国,Ding Liguo,54,先生,中国-河北-任丘,China-Hebei-Renqiu,中国-河北-唐山,,,德龙,Delong,上海,Shanghai,钢铁、天然气,"Iron,Natural Gas",125.0,1760.0,-7%,,家族,2024
410,82,董伟,Dong Wei,53,先生,,,中国-江苏-连云港,,,恒瑞,Heng Chuang,江苏连云港,Jiangsu,医药,Pharmaceuticals,125.0,1760.0,4%,,未知,2024
410,341,洪锋,Hong Feng,未知,先生,,,中国-北京,硕士,上海交大、美国普渡大学,小米,Xiaomi,北京,Beijing,智能硬件与技术,IoT,125.0,1760.0,54%,,未知,2024
410,-4,雷菊芳,Lei Jufang,71,女士,中国-甘肃-定西,China -Gansu - Dingxi,中国-西藏-林芝,本科,西交大,奇正藏药,Qizheng Pharmaceutical,西藏林芝,Tibet,医药,Pharmaceuticals,125.0,1760.0,-11%,,母子,2024
410,-4,李非列,Li Feilie,58,先生,中国-北京,China-Beijing,中国-广东-深圳,硕士,北京经济,飞尚,Feishang,广东深圳,Guangdong,有色金属、钢铁、物流,"Non-ferrous Metals, Steel, Logistics",125.0,1760.0,-11%,,家族,2024
410,-22,李伟,Li Wei,56,先生,中国-河南,China-Henan,中国-河南-郑州,本科,郑大,千味央厨,Qianwei,河南郑州,Henan,食品、房地产,"Food, real estate",125.0,1760.0,-14%,,未知,2024
410,New,林聪吉,Lin Tsung-Chi,未知,未知,,,台湾高雄,,,川湖科技,King Slide,台湾高雄,Taiwan,五金配件,Mechanical Products,125.0,1760.0,NEW,,家族,2024
410,82,梁亮胜,Liang Liangsheng,73,先生,中国-广东-梅州,China-Guangdong-Meizhou,中国-香港,本科,香港工商管理学院,丝宝,C-Bons,香港,Hong Kong,日化、投资,"Daily Chemical Products, Hygiene Products, Investments",125.0,1760.0,4%,,未知,2024
410,82,徐新,Xu Xin,58,先生,,,中国-上海,本科,南大,今日资本,Capitaltoday,上海浦东,Shanghai,投资,Investments,125.0,1760.0,4%,,未知,2024
410,-4,俞发祥,Yu Faxiang,53,先生,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-绍兴,,,祥源控股,Sunriver,浙江绍兴,Zhejiang,基础设施建设、房地产,"Infrastructure, real estate",125.0,1760.0,-11%,,未知,2024
410,17,袁志敏,Yuan Zhimin,63,先生,中国-四川,China - Sichuan,中国-广东-广州,硕士,北京理工,金发科技,Kingfa,广东广州,Guangdong,化工塑料,Chemicals,125.0,1760.0,-7%,,夫妇,2024
410,225,张洪本,Richard H. P. Chang,78,先生,中国-台湾,China-Taiwan,中国-台湾-高雄,,,日月光,ASE,台湾高雄,Taiwan,工业品、房地产,"Industrial Products, Real Estate",125.0,1760.0,32%,,未知,2024
410,-85,赵立新,Zhao Lixin,58,先生,,,中国-上海,,,格科微,Galaxcore,上海,Shanghai,CMOS图像传感器,Industrial Products,125.0,1760.0,-26%,,家族,2024
410,82,李妙行,Li Miaohang,未知,先生,,,中国-贵州-贵阳,,,老干妈,Laoganma,贵州贵阳,Guizhou,食品,Food,125.0,1760.0,4%,,未知,2024
433,New,祝文宇,Chu Wen-Yu,未知,未知,,,台湾台北,本科,逢甲大学,爱山林,JSL,台湾台北,Taiwan,房地产,Real Estate,120.0,1690.0,NEW,,家族,2024
433,-6,周耀庭,Zhou Yaoting,81,先生,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,,,红豆,Hongdou,江苏无锡,Jiangsu,服装、橡胶轮胎、房地产,"Apparel, Rubber Tire, Real Estate",120.0,1690.0,-11%,,家族,2024
433,-6,叶国一,Yeh Kuo-I,83,先生,中国-台湾,China-Taiwan,中国-台湾-台北,,,英业达,Inventec,台湾台北,Taiwan,电脑产品,Computer Products,120.0,1690.0,-11%,,家族,2024
433,371,黎万强,Li Wanqiang,47,先生,中国-广东,China-Guangdong,中国-北京,本科,西安工程大学,小米,Xiaomi,北京,Beijing,智能硬件与技术,IoT,120.0,1690.0,52%,,未知,2024
433,-108,陆地,Lu Di,未知,先生,,,中国-广东-深圳,,,大疆,DJI,广东深圳,Guangdong,无人机,Drones,120.0,1690.0,-29%,,未知,2024
433,103,孟庆山,Meng Qingshan,76,先生,中国-河北,China-Hebei,中国-河北-廊坊,,,梅花,Meihua,河北廊坊,Hebei,食用调味品,Edible Condiment,120.0,1690.0,9%,,家族,2024
433,88,李贵山,Li Guishan,未知,先生,,,中国-贵州-贵阳,,,老干妈,Laoganma,贵州贵阳,Guizhou,食品,Food,120.0,1690.0,4%,,未知,2024
433,38,刘锋,Liu Feng,54,先生,中国-山东,China-Shandong,中国-山东-济南,本科,,永锋,Yongfeng,山东济南,Shandong,钢铁,Steel,120.0,1690.0,-4%,,夫妇,2024
433,-56,王瀚,Wang Han,37,先生,,,中国-上海,本科,英国伦敦大学,均瑶,JuneYao,上海徐汇,Shanghai,房地产、航空、零售,"Real estate, airline, retail",120.0,1690.0,-20%,,未知,2024
433,New,瞿芳,Qu Fang,未知,未知,,Hubei,上海,本科,北京外国语大学,小红书,Xiaohongshu,上海,Shanghai,生活服务平台、电商,E-Commerce,120.0,1690.0,NEW,,未知,2024
433,38,王林祥,Wang Linxiang,73,先生,中国-内蒙古-包头,China-Inner Mongolia-Baotou,中国-内蒙古-鄂尔多斯,,,鄂尔多斯,Erdos,内蒙古鄂尔多斯,Inner Mongolia,羊绒、煤电、冶金、房地产,"Cashmere, Coal, Real Estate",120.0,1690.0,-4%,,未知,2024
433,88,温鹏程,Wen Pengcheng,62,先生,中国-广东-云浮,China-Guangdong-Yunfu,中国-广东-云浮,,,温氏食品,Wens Foodstuff,广东云浮,Guangdong,家禽养殖畜牧,Animal Husbandry,120.0,1690.0,4%,,家族,2024
433,-56,徐宇,Xu Yu,52,先生,中国-广东-广州,China-Guangdong-Guangzhou,中国-广东-广州,硕士,长江,赫基国际,Trendy International,广东广州,Guangdong,服装,Apparel,120.0,1690.0,-20%,,未知,2024
433,-221,徐金富,Xu Jinfu,60,先生,中国-广东-广州,China-Guangdong-Guangzhou,中国-广东-广州,本科,浙大,天赐材料,Tinci Materials,广东广州,Guangdong,化学原料制品,Chemicals,120.0,1690.0,-51%,,未知,2024
433,-27,杨雪岗,Yang Xuegang,59,先生,中国-河北-邢台,China-Hebei-Yantai,中国-河北-邢台,硕士,河北水利电力学院、河北工业大学,旭阳,Risun,北京,Beijing,煤炭、化工,"Coal, Chemicals",120.0,1690.0,-14%,,家族,2024
433,59,徐振华,Xu Zhenhua,45,先生,中国-上海,China-Shanghai,中国-上海,,,沐瞳科技,Moonton,上海,Shanghai,游戏,Game,120.0,1690.0,0%,,未知,2024
433,59,金惠明,Jin Huiming,71,先生,中国-上海,China-Shanghai,中国-上海,,,大华,Dahua,上海宝山,Shanghai,房地产,Real estate,120.0,1690.0,0%,,家族,2024
433,-180,黄毅,Huang Yi,61,先生,,,中国-北京,本科,厦大,中升控股,Zhongsheng,辽宁大连,Liaoning,汽车销售,Automobile Sales,120.0,1690.0,-43%,,未知,2024
433,22,赖建法,Lai Jianfa,55,先生,,,中国-上海,,,中通,ZTO,上海青浦,Shanghai,快递,Express Delivery,120.0,1690.0,-8%,,未知,2024
433,371,黄江吉,Huang Jiangji,未知,先生,,,中国-北京,,,小米,Xiaomi,北京,Beijing,智能硬件与技术,IoT,120.0,1690.0,52%,,未知,2024
433,-6,龚俊龙,Gong Junlong,65,先生,中国-广东-汕尾,China-Guangdong-Tai Wei,中国-广东-深圳,,,恒裕,Hengyu,广东深圳,Guangdong,房地产、投资,"Real Estate, Investments",120.0,1690.0,-11%,,家族,2024
454,-129,姜银台,Jiang Yintai,74,先生,,,中国-上海,硕士,,岱美股份,Daimay,上海浦东,Shanghai,汽车内饰,Automotive Interior,115.0,1620.0,-32%,,家族,2024
454,-27,黄世再,Huang Shizai,73,先生,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-深圳,,,大中华地产,Great China Properties,广东深圳,Guangdong,房地产,Real Estate,115.0,1620.0,-15%,,家族,2024
454,38,赖建平,Lai Jianping,未知,先生,,,中国-广东-佛山,,,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,115.0,1620.0,-4%,,未知,2024
454,111,方洪波,Fang Hongbo,57,先生,中国-安徽-安庆,China -Anhui -Anqing,中国-广东-佛山,,,美的,Midea,广东佛山,Guangdong,家电制造,Household Appliances,115.0,1620.0,10%,,未知,2024
454,-275,洪杰,Hong Jie,57,先生,,,中国-福建-莆田,,,三棵树,3Trees,福建莆田,Fujian ,涂料,Coating,115.0,1620.0,-59%,,未知,2024
454,-48,黄山,Huang Shan,54,先生,中国-湖北-武汉,China-Hubei-Wuhan,中国-广东-深圳,,,财富趋势,Fortune Trend,广东深圳,Guangdong,金融软件,Application Software,115.0,1620.0,-18%,,未知,2024
454,-48,黄联禧,Huang Lianxi,61,先生,中国-广东-佛山,China-Guangdong-Foshan,中国-广东-佛山,,,联塑,Lesso,广东佛山,Guangdong,建材家居,Building Materials,115.0,1620.0,-18%,,夫妇,2024
454,-66,陈琼香,Chen Qiongxiang,未知,先生,,,中国-福建-宁德,,,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology,115.0,1620.0,-21%,,未知,2024
454,17,胡荣达,Hu Rongda,65,先生,中国-浙江,China-Zhejiang,中国-浙江-金华,,,三美化工,Sanmei Chemical,浙江金华,Zhejiang,化工,Petrochemical,115.0,1620.0,-8%,,父子,2024
454,407,吕义雄,Lyv Yixiong,47,先生,中国-广东-汕头,China-Guangdong-Shantou,中国-上海,,,上美,Chicmax,上海,Shanghai,化妆品,Cosmetic,115.0,1620.0,58%,,未知,2024
454,-84,马秀慧,Ma Xiuhui,53,先生,,,中国-上海,本科,,欧普照明,Opple,上海闵行,Shanghai,节能灯,Energy saving light,115.0,1620.0,-26%,,家族,2024
454,-129,齐向东,Qi Xiangdong,59,先生,,,中国-北京,本科,吉大,奇安信,Qi An Xin,北京,Beijing,网络安全,Cyber Security,115.0,1620.0,-32%,,未知,2024
454,-152,袁江涛,Yuan Jiangtao,未知,先生,,,中国-广东-深圳,,,嘉立创,JLC,广东深圳,Guangdong,半导体,Semiconductor,115.0,1620.0,-36%,,未知,2024
454,17,邱文生,Qiu Wensheng,未知,先生,,,中国-上海,,,华勤技术,Huaqin,上海浦东,Shanghai,消费电子,Consumer electronics,115.0,1620.0,-8%,,未知,2024
454,111,任道德,Ren Daode,64,先生,,,中国-北京,,,泰康,Taikang,北京,Beijing,保险,Insurance,115.0,1620.0,10%,,未知,2024
454,1,俞熔,Yu Rong,53,先生,,,中国-上海,博士,上交大、上财、中医科学院,美年健康,Health 100,上海静安,Shanghai,医疗服务,Medical service,115.0,1620.0,-12%,,未知,2024
454,-66,吴映明,Wu Yingming,57,先生,,,中国-福建-宁德,本科,东北工学院,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology,115.0,1620.0,-21%,,未知,2024
471,-16,许英灼,Xu Yingzhuo,59,先生,中国-广东-潮州,China-Guangdong-Chaozhou,中国-广东-广州,本科,悉尼大学,海大,Haid,广东广州,Guangdong,饲料,Agricultural Products,110.0,1550.0,-15%,,未知,2024
471,New,赵绪龙,Zhao Xulong,未知,未知,中国-浙江-杭州,Nei Mongol,上海,,,迈富时,Marketingforce,上海静安,Shanghai,SaaS解决方案,SaaS,110.0,1550.0,NEW,,夫妇,2024
471,0,姚奎章,Yao Kuizhang,59,先生,,,中国-河北-衡水,,,养元饮品,Yangyuan ZhiHui,河北衡水,Hebei,饮料,Food & Beverage,110.0,1550.0,-12%,,未知,2024
471,21,郁国祥,Yu Guoxiang,54,先生,,,中国-上海,,,乐游科技,Leyou,上海,Shanghai,投资,Investments,110.0,1550.0,-8%,,未知,2024
471,21,张宁,Zhang Ning,50,女士,,,中国-上海,硕士,北京工商大学、英国华威大学,彤程新材,Red Avenue,上海浦东,Shanghai,化工原料,Chemical raw materials,110.0,1550.0,-8%,,未知,2024
471,94,章小华,Zhang Xiaohua,56,先生,,,中国-浙江-金华,,,红狮控股,Hongshi,浙江金华,Zhejiang,水泥,Cement,110.0,1550.0,5%,,未知,2024
